ifitm2,cd74,s100a9,eef1a1,s100a8,lyz1,ctsb,rgs2,psap,apoe,basp1,spp1,il1b,rgs1,g0s2,alox5ap,csf3r,glul,sell,gpnmb,vim,ccl4,c1qa,nfkbia,nr4a2,ier3,tnfaip3,sat1,fos,c1qb,h2-ab1,nkg7,mmp9,il7r,ccl5,mxd1,il1rn,h2-aa,itgb2,dusp1,cd83,rplp2,cebpb,klrd1,zfp36,ncf1,jun,s100a6,gng10,hsph1,ets1,cd63,rpl13a,cd79a,thbs1,fosb,npc2,zfp36l2,vmp1,rps18,il2rb,msrb1,atp1b3,sorl1,cxcl2,slc2a3,egr1,rps21,s100a4,rpl10a,gzma,tuba1b,arl4c,ctss,ccr7,rps3,ly9,rab31,hsp90ab1,fn1,cstb,il1r2,ffar2,actn1,cdkn1a,c5ar1,ivns1abp,msl1,cst3,cd69,rnf149,bcl11b,fosl2,id2,ms4a1,h2-eb1,tmem176b,socs3,c1qc,ckap4,plek,ypel3,osm,rps5,lbr,cd55,clec4e,ptafr,myo1f,p2ry13,cd7,pou2f2,eif4b,gm2a,gsn,anxa1,ptgs2,sla,btg2,pten,trem1,cybb,ezr,txn1,nr4a1,plac8,rtn3,dgat2,nfkbiz,tnfaip2,steap4,klf4,selplg,nfkb1,tubb5,mcl1,ctsc,pilra,cnn2,dusp2,efhd2,sun2,ppp1r15a,fcmr,s100a10,pygl,trib1,leprotl1,tgfbi,csrnp1,lrg1,fgl2,rps14,anxa5,pax5,irf8,cd81,h2-ob,evl,hmox1,skap2,itk,mef2c,bank1,vegfa,aa467197,dusp5,st6gal1,fabp5,vpreb3,mcemp1,snrk,blk,lgals3,lgals1,mpp1,cd14,bcl11a,gimap6,sgk1,ab124611,lpl,fcrl1,cd28
0,0.143971553384229,0.180373910530219,0.217845578001125,0.176704535395902,0,0.0995244180210242,0.0211063463500088,0,0,0,0,0,0.0613477397939109,0,0,0.215141038913585,0,0.136499802955429,0,0,0,0,0,0.0229305419338284,0,0.0125924553769148,0,0,0,0,0,0,0,0,0.036581577423169,0,0,0,0,0,0.0389351827617188,0.00542461103243705,0,0,0.0564580682226129,0.039839808279622,0,0.0555696983322916,0.0418318884124211,0,0,0.0500454694764795,0,0,0.0220585109889661,0.00388653248495709,0,0.108012496814276,0.0333161228511282,0,0.122282687808805,0.0995797802557323,0.101077535336399,0.0378118808797197,0,0,0,0,0,0,0.0718206138412553,0,0,0,0,0,0,0.0799978984606773,0,0,0.0499339088543256,0.122601921700518,0.000434346030434047,0.027822674819146,0,0,0.0837352534505549,0,0,0.0726695838853057,0,0,0,0,0.00532872985416373,0.0146059471150675,0.034352381089379,0,0,0,0.105915555920985,0,0.013478012171755,0.0368125133242118,0,0.0723052089047049,0.0193029338006523,0.144755571492302,0.079938046085822,0,0,0,0.0266057583379543,0,0,0,0,0,0.0669576210965859,0.060741699068145,0.0078186268333665,0,0,0,0,0.00918087260464943,0.0767813394647389,0,0,0.0414409211145615,0,0.0888658847434772,0.0339163769392464,0.00984330515766368,0,0,0.0119747220868605,0.0940989146783086,0.016292761532706,0.0818966085842503,0,0,0,0.087161329192333,0.0183851759241721,0,0,0.0118673666319461,0,0.0333536678158516,0,0.00696945616995611,0.0219488676609187,0,0,0.0432485300763065,0,0,0,0.00594305528188298,0,0,0,0,0,0.0198460692317845,0,0.0314333062247093,0,0,0.0778452382810775,0,0.032596581826326,0,0,0,0,0,0,0,0,0,0
0.143973719639557,0,0.0460628110312406,0.0514915036159224,0.060748781268101,0,0.0307000789552054,0,0,0,0,0,0,0,0,0,0.00351315693643485,0,0.00439274545271968,0,0,0,0.0575477679575255,0,0.0144773423073859,0,0,0,0,0.0189967297049777,0.500602007592743,0.0278522131192558,0,0.0569323697666792,0.0253152622148803,0,0,0.189163142644007,0,0,0.195615062938876,0,0,0.0401128626589188,0,0,0,0,0,0.00554790220431533,0.0948821126369546,0,0,0.144662834304717,0,0.0866592723493157,0.0465218392548064,0,0,0,0.0551946250941366,0,0.0327756636892647,0.0977316234667685,0,0,0,0,0.050419403504008,0,0.018587535095592,0.0863398990526794,0,0,0,0,0.0180683030019729,0,0.0658775001145426,0,0,3.00583551633014e-05,0,0,0.0124440348523878,0,0,0,0.122546990370358,0,0.000842106058921933,0.0655534606849831,0,0,0.0868478898483609,0.155997063447279,0.0452169575124088,0,0,0,0,0.00427251519436714,0,2.99591359288469e-05,0.0237506819240662,0,0,0,0.0627219518238591,0,0.0487975814460137,0.00256277887851031,0,0.0730858716434443,0,0,0,0.0817147547773081,0,0,0,0.160145128852748,0.017924816148914,0,0.0890405680497117,0,0,0,0,0,0,0.0481059162084737,0.0733751441362839,0,0,0,0,0,0,0,0,0.0147542128324751,0.00991073752560287,0,0,0,0,0.0185602235103519,0.0197575907651789,0,0,0,0,0,0.0274322140856545,0.109104289331872,0,0.0308170313070208,0,0,0,0.0395819722620496,0.0553076241974185,0.0501667499340787,0,0,0,0,0,0.0295537428180944,0,0.0304564934693133,0.012252073076781,0,0,0,0,0.0646033266945307,0,0,0,0,0,0
0.180374353400852,0.0460557371438319,0,0.144000600711035,0.760440989974475,0,0,0.0887010556887752,0,0,0.172219833483738,0,0,0.0374359667947817,0,0.0889013185140636,0.149012491322122,0,0.176787309699067,0,0,0,0,0,0.00448671709545402,0,0.0133618568861563,0,0.0215955097171873,0,0,0,0.0745569438204755,0,0,0.11217593917291,0,0,0,0.0213154416947588,0,0,0.0502106517055825,0,0,0.18759011916867,0,0.138344293246948,0.0926646612763381,0.00546912059980004,0.0301115428550345,0,0.0324264611964434,0,0,0,0,0,0.0559828115517977,0.018216580760503,0.00292872457845163,0.156462626501438,0,0.0223432958679545,0,0,0,0.0283259493853119,0.0408544654211407,0.0216505907494047,0,0,0.0754673999217812,0.0297638952540693,0,0.0381658040907635,0,0,0.0323215655612661,0,0,0.0990716632543601,0.0408502732797951,0.127334792173889,0,0.102599354373868,0,0.0651225776245468,0,0,0.0614506424000783,0,0,0.0164725555913971,0,0,0,0,0,0.130660257343179,0,0.0508837134799371,0,0,0.0662503264450803,0,0.0990415905500765,0.0139109058444063,0.0656093326981621,0,0.0106295273941348,0,0.017433107883711,0,0,0,0,0,0,0.0723690190267801,0.000166673955927158,0,0,0.0303080152865625,0,0,0.128770000967892,0.0601255278743576,0,0,0.0729601519837578,0,0.0023152514617235,0,0.0037602740114971,0,0,0.0678922892808163,0.0674849075682634,0.0107668520584708,0,0,0,0,0,0.117177502587603,0,0,0,0,0.0705656085375719,0.00529233823226146,0.037365294879844,0,0,0,0.0368096339958635,0,0.0333624494953322,0,0.0931066936591814,0,0,0,0,0,0,0,0,0,0,0.0234011259547898,0,0,0,0,0,0,0,0,0.0808235486147443,0,0,0
0.217808198267746,0.0514574017381589,0.143990996840916,0,0.131880098999183,0,0,0.0590173957667304,0,0,0.0218143728308306,0,0,0,0,0.0442947234033437,0.16351755708023,0,0,0,0,0,0,0,0,0,0,0,0.00377551530632115,0,0,0,0,0.0413778268170338,0,0.0626761593994898,0,0,0,0.0467639451763085,0,0.144354935076389,0.0337292518995241,0,0,0.0443170657069118,0,0,0.0488540270421414,0,0.0163442315837606,0,0.226551971105144,0,0,0,0,0,0.0476778750029811,0.198373150066337,0,0.118899484484357,0,0.00688231350857014,0,0,0,0.111521150560435,0,0.147913647212587,0,0,0,0,0,0.151722517163797,0,0,0.014459605269319,0,0,0.0349594825986707,0.104701611999191,0.0825135449809166,0,0,0,0.0491380524509484,0,0,0.0712183495473045,0.00038194641762949,0,0,0,0,0,0,0,0,0,0.0703659403888594,0,0.0990798807007959,0.0277167949032418,0,0.0559089840435096,0.0764557466847332,0.0616334123361173,0.0716200756993262,0,0,0.0878106320915987,0,0,0,0,0.0422973010444512,0,0.0598587073877519,0.0714023859257515,0,0,0,0,0,0.0692304921397744,0.0538813789091991,0,0.00545730154538895,0.0152979808531045,0,0.0325431688158904,0,0,0,0,0.0498935412438189,0.0229396569342004,0,0.0170040883865702,0,0,0,0,0.0539896745629248,0,0,0,0,0.02871568285182,0,0.213946984080292,0,0,0,0,0,0,0,0.0555597741287399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.176714750026197,0.0607890550170456,0.760441526243748,0.131875473574968,0,0,0,0.10638058766542,0,0,0.158336006365021,0,0,0.01432706588778,0,0.114818334633738,0.10354712019473,0,0.232355583507555,0.017043885346848,0,0,0.00860226578633475,0,0,0,0.0198302980726916,0,0,0.00023150320269928,0,0,0.117724920856473,0,0,0.0692629272866179,0,0,0,0,0,0,0,0,0,0.215423898690406,0.00177158797617712,0.23373359554671,0.0212052731981489,0,0,0,0.0117383506111699,0,0,0,0,0,0.0112797741405437,0,0,0.143206158496072,0,0.0101769636853167,0,0,0,0,0.079671739379916,0,0,2.53351374664947e-05,0.050621619762393,0.000529559807122721,0,0,0,0,0.0320598212803842,0,0,0.0915418224516551,0,0.0718228439084103,0,0.0527400973899224,0,0.0504401280630642,0,0,0.0667300075551047,0,0,0,0,0,0,0,0,0.188289816394036,0,0.0172373184467618,0,0,0.0869462197892311,0,0.0530560644751779,0,0.00859085318080139,0,0,0,0,0,0,0,0,0,0,0.0299969086004867,0.00124821509926619,0,0,0.0426051700656847,0,0,0.0972015832055601,0.0520535632504851,0,0,0.0677366819236048,0.00203988014522754,0,0,0.0161869968037392,0,0.0273784045684979,0.0150402539903483,0.0734386901871495,0.0174387842731924,0,0,0,0,0.0232567698074735,0.128549599594109,0,0,0,0,0.0430200228597376,0.00875677722785355,0,0,0,0,0.0635661482722938,0,0,0,0.0390611392699241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00491982113649266,0,0,0,0,0,0.0629436256456471,0,0,0
0,0,0,0,0,0,0.037299919751271,0,0.152317166573524,0,0,0,0,0,0,0,0,0.0354315119552686,0,0,0.100802062662932,0,0,0.0268952393305173,0,0,0,0.0351489932699841,0,0,0,0,0,0,0,0,0,0,0.0892994154513657,0,0,0,0.00728727434999957,0,0,0,0,0.00832579093998571,0,0,0.0149645829949844,0,0,0.0261064651720925,0.106710598701854,0,0.0488282515469246,0.0746686697255673,0,0,0,0,0.0571738268582063,0,0.0351393965391975,0,0,0,0,0,0,0,0,0.12509764304409,0.00937240538765206,0,0.0263329229611674,0.0983015365098398,0,0.0697229728623092,0,0,0,0,0.0160955633967807,0.0413786677034417,0,0,0.142872884013494,0.0324067094770315,0,0,0,0,0.0268688960754338,0.124889244960222,0.111040126322543,0,0,0,3.90450961354979e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211605339391058,0,0,0,0,0,0,0.114425625330932,0,0,0,0,0,0,0,0.0136660925489831,0,0.0706134722896125,0,0,0,0,0.0082611838984859,0,0,0,0,0,0,0.0253194097194024,0.030091001858976,0,0,0,0.0711077514065687,0,0,0.0865749328971161,0,0.113191197998863,0,0,0,0,0,0,0,0,0,0.00146590925752332,0.140783291401529,0,0,0,0,0,0.00813173876638936,0,0,0,0,0,0.0557615812853941,0,0,0.00612235796116022,0,0,0,0
0.0994404404541223,0.0306539420910481,0,0,0,0.0373005682244824,0,0,0.19150597887576,0.106404044906262,0,0.0537105124779473,0,0,0,0,0,0.208436617738748,0.0528583244929785,0.275166677652839,0.0723559471160205,0,0.120174431353396,0.0258513698554492,0,0,0,0,0,0.101703416098453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183386152567093,0,0,0,0,0.207171613997215,0.0141231822788508,0,0,0,0,0,0,0.159367359492733,0,0,0,0,0,0,0.0776440546803086,0,0.00067985743548334,0,0,0,0.0144749786034757,0,0.0410762214876168,0.0802264737315569,0.00541580333773613,0,0,0,0,0,0,0,0.00220484974087183,0,0,0,0,0,0,0.201284383232704,0.0307959947014746,0,0,0,0.010899196085869,0,0,0,0,0,0,0,0,0,0,0,0.133947227242691,0,0,0,0,0,0,0,0.0502171209780794,0,0,0,0,0,0,0,0,0,0.0692149612000172,0,0,0.0652122772841851,0,0.0562668299540828,0,0.00725947547876427,0,0,0,0.0166359922671722,0,0.0192178907539261,0,0,0,0.195449470005706,0,0,0,0,0.0766910422792421,0,0,0.0684982406468583,0,0,0.0952257301448547,0,0,0,0,0,0,0,0,0.0811581844241975,0,0,0,0,0.0755146937275002,0.0464072476415179,0.0836599289121143,0.0894685551475037,0,0,0.0226101134494643,0,0,0,0
0.0211042826878547,0,0.0887031532775623,0.0590175579120628,0.10637794083323,0,0,0,0,0,0.0794017675131559,0,0,0,0,0.0119214098203507,0.0429865321362221,0,0,0,0,0,0,0,0.000446508901248214,0,0,0.0346014978247297,0.0714707209691675,0,0,0.0512355251716465,0,0.00511875329635245,0,0.0424465169047257,0,0,0,0.10892565185258,0,0,0,0.0331947371637015,0,0.0522084391324479,0,0,0.0228961996990103,0,0.0574030943535554,0,0,0,0,0,0,0,0.00187212067416853,0.000367584663125273,0.0164811712466453,0.0425402664733922,0,0,0,0.0157685606901701,0,0,0,0,0.00339505486664515,0,0.0149070591365039,0,0,0,0,0.0176664912173809,0,0,0,0.0224339424911321,0,0.0379385290405013,0,0,0,0,0,0,0.000426934758475888,0.0257727609495143,0,0.00651993664241146,0,0,0,0,0,0,0,0,0,0,0,0,0.0371735877606182,0,0,0,0,0,0,0,0,0.0283853334757119,0,0,0,0,0,0,0,0,0,0.033969474888889,0.0219862107028458,0,0,0,0,0,0,0,0.000282014092409945,0.00955022731726526,0,0.0261724368258138,0.0141792809309373,0,0,0.0472916235528333,0,0,0.00673844373102734,0,0,0,0,0,0,0.0284889416398334,0,0,0,0,0,0,0.0395957383587121,0,0.0220075278920778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00688930647508139,0,0,0,0.0159390595474769,0,0,0,0,0
0,0,0,0,0,0.15231782824388,0.191498370974322,0,0,0.143434237845692,0,0,0,0,0,0,0,0.0897814969786597,0,0.147472051426836,0.0209341264871281,0,0.00321888067746034,0.0488338361837786,0,0.021186784613458,0,0.0258587170977968,0,0.0235632552260244,0,0,0.0152164112828409,0,0,0,0,0,0.0345132898239402,0,0,0.0551448864907444,0,0,0,0,0,0,0,0,0.0360245202436377,0.142535654992644,0.0177409314162266,0,0,0,0.11333654712774,0.0255881736753472,0,0.0328852472148617,0,0,0,0,0.0260106488647819,0,0,0.0644027741541216,0,0,0,0,0,0.125083504939325,0.00136991862620189,0.0597756159338111,0.0020662354412432,0.0500405187818745,0,0,0.0560857562610047,0,0,0,0,0.0270882339287513,0,0,0.078792491014187,0.0223755891486866,0,0,0,0,0,0,0.0642669618867266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651862954222516,0,0,0,0,0,0,0,0.0373904973215038,0.00285099683718085,0.0427235558132219,0,0,0,0,0,0.00869203062945595,0,0.0594593571955063,0,0,0,0,0.00483297943925233,0,0,0,0,0,0,0.0284685451243579,0,0,0,0,0,0,0,0,0.000370341882298345,0.0111678070132876,0,0,0,0,0,0.0325122341971355,0,0,0,9.76025648223691e-05,0,0,0,0.00147286267138745,0,0,0,0,0,0.0394754355560721,0,0.0684700245671341,0.0289934173061197,0,0,0,0,0,0,0
0,0,0,0,0,0,0.106400932017107,0,0.143453230075361,0,0,0,0,0,0.0213169294338407,0.01417798635662,0,0.00322299103087927,0,0.462723528533533,0,0,0.249982059727121,0,0,0,0,0,0,0.325367563021177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797863265052683,0,0,0,0,0.0124097890755929,0,0,0,0,0,0,0,0,0,0,0,0,0.037015562262358,0,0.0597238146304849,0,0,0,0,0,0,0.00779306444593082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295185881259923,0,0.0858656604837974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217747757759409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864075443653513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138933712994278,0,0,0.0394723126770762,0,0,0,0,0.00372478694898554,0,0,0,0,0,0,0,0,0.0764789670141626,0,0.0112064055605569,0.0183876618532653,0,0,0,0,0,0,0
